,Match ID,Date,Venue,Winner,Bowler,Runs Concided,Wickets,Economy,Ball Bowled,Opponent Team,Inning,Over Bowled
500,523736,2011-09-18,Harare Sports Club,Pakistan,Sohail Tanvir,36,1,9.0,25,Zimbabwe,2,4
501,523736,2011-09-18,Harare Sports Club,Pakistan,Yasir Shah,8,0,8.0,6,Zimbabwe,2,1
502,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Aizaz Cheema,30,4,7.5,24,Sri Lanka,1,4
506,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Mohammad Hafeez,20,1,6.67,18,Sri Lanka,1,3
509,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Saeed Ajmal,22,3,5.5,24,Sri Lanka,1,4
510,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Shahid Afridi,21,0,5.25,25,Sri Lanka,1,4
511,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Sohail Tanvir,29,0,14.5,16,Sri Lanka,1,2
513,530432,2011-11-25,Sheikh Zayed Stadium,Pakistan,Umar Gul,16,2,5.33,19,Sri Lanka,1,3
516,531635,2012-02-23,Dubai International Cricket Stadium,Pakistan,Junaid Khan,42,0,10.5,24,England,2,4
517,531635,2012-02-23,Dubai International Cricket Stadium,Pakistan,Mohammad Hafeez,18,2,4.5,25,England,2,4
522,531635,2012-02-23,Dubai International Cricket Stadium,Pakistan,Saeed Ajmal,26,0,6.5,26,England,2,4
523,531635,2012-02-23,Dubai International Cricket Stadium,Pakistan,Shahid Afridi,27,1,6.75,24,England,2,4
524,531635,2012-02-23,Dubai International Cricket Stadium,Pakistan,Umar Gul,18,3,4.5,24,England,2,4
525,531636,2012-02-25,Dubai International Cricket Stadium,England,Aizaz Cheema,31,1,7.75,26,England,1,4
528,531636,2012-02-25,Dubai International Cricket Stadium,England,Mohammad Hafeez,25,1,6.25,25,England,1,4
533,531636,2012-02-25,Dubai International Cricket Stadium,England,Saeed Ajmal,20,1,5.0,24,England,1,4
534,531636,2012-02-25,Dubai International Cricket Stadium,England,Shahid Afridi,28,1,9.33,18,England,1,3
535,531636,2012-02-25,Dubai International Cricket Stadium,England,Shoaib Malik,10,0,10.0,6,England,1,1
536,531636,2012-02-25,Dubai International Cricket Stadium,England,Umar Gul,31,3,7.75,24,England,1,4
537,531637,2012-02-27,Sheikh Zayed Stadium,England,Aizaz Cheema,25,1,6.25,24,England,1,4
540,531637,2012-02-27,Sheikh Zayed Stadium,England,Mohammad Hafeez,22,0,5.5,24,England,1,4
544,531637,2012-02-27,Sheikh Zayed Stadium,England,Saeed Ajmal,23,4,5.75,24,England,1,4
545,531637,2012-02-27,Sheikh Zayed Stadium,England,Shahid Afridi,19,1,4.75,24,England,1,4
546,531637,2012-02-27,Sheikh Zayed Stadium,England,Umar Gul,39,0,9.75,27,England,1,4
552,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Mohammad Hafeez,15,1,3.75,24,New Zealand,2,4
554,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Saeed Ajmal,30,4,7.5,24,New Zealand,2,4
555,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Shahid Afridi,30,1,7.5,26,New Zealand,2,4
556,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Sohail Tanvir,33,1,11.0,19,New Zealand,2,3
558,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Umar Gul,39,2,9.75,25,New Zealand,2,4
559,533280,2012-09-23,Pallekele International Cricket Stadium,Pakistan,Yasir Arafat,12,0,12.0,7,New Zealand,2,1
564,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Mohammad Hafeez,28,0,9.33,18,Bangladesh,1,3
565,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Saeed Ajmal,32,0,8.0,24,Bangladesh,1,4
567,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Shahid Afridi,20,1,5.0,26,Bangladesh,1,4
569,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Sohail Tanvir,25,2,8.33,20,Bangladesh,1,3
570,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Umar Gul,43,0,14.33,19,Bangladesh,1,3
571,533283,2012-09-25,Pallekele International Cricket Stadium,Pakistan,Yasir Arafat,25,3,8.33,18,Bangladesh,1,3
578,533286,2012-09-28,R Premadasa Stadium,Pakistan,Mohammad Hafeez,23,2,5.75,24,South Africa,1,4
580,533286,2012-09-28,R Premadasa Stadium,Pakistan,Raza Hasan,12,0,4.0,18,South Africa,1,3
581,533286,2012-09-28,R Premadasa Stadium,Pakistan,Saeed Ajmal,26,1,6.5,24,South Africa,1,4
582,533286,2012-09-28,R Premadasa Stadium,Pakistan,Shahid Afridi,26,0,6.5,25,South Africa,1,4
583,533286,2012-09-28,R Premadasa Stadium,Pakistan,Umar Gul,19,1,9.5,12,South Africa,1,2
584,533286,2012-09-28,R Premadasa Stadium,Pakistan,Yasir Arafat,25,2,8.33,19,South Africa,1,3
587,533291,2012-09-30,R Premadasa Stadium,India,Mohammad Hafeez,7,0,7.0,6,India,2,1
589,533291,2012-09-30,R Premadasa Stadium,India,Raza Hasan,22,1,5.5,25,India,2,4
590,533291,2012-09-30,R Premadasa Stadium,India,Saeed Ajmal,25,0,6.25,24,India,2,4
591,533291,2012-09-30,R Premadasa Stadium,India,Shahid Afridi,34,1,8.5,24,India,2,4
592,533291,2012-09-30,R Premadasa Stadium,India,Umar Gul,30,0,10.0,20,India,2,3
594,533291,2012-09-30,R Premadasa Stadium,India,Yasir Arafat,11,0,11.0,6,India,2,1
600,533294,2012-10-02,R Premadasa Stadium,Pakistan,Mohammad Hafeez,22,2,5.5,24,Australia,2,4
602,533294,2012-10-02,R Premadasa Stadium,Pakistan,Raza Hasan,14,2,3.5,24,Australia,2,4
604,533294,2012-10-02,R Premadasa Stadium,Pakistan,Saeed Ajmal,17,3,4.25,25,Australia,2,4
605,533294,2012-10-02,R Premadasa Stadium,Pakistan,Shahid Afridi,33,0,8.25,24,Australia,2,4
606,533294,2012-10-02,R Premadasa Stadium,Pakistan,Shoaib Malik,19,0,9.5,12,Australia,2,2
607,533294,2012-10-02,R Premadasa Stadium,Pakistan,Umar Gul,11,0,5.5,12,Australia,2,2
613,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Mohammad Hafeez,12,1,6.0,13,Sri Lanka,1,2
615,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Raza Hasan,26,0,6.5,24,Sri Lanka,1,4
617,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Saeed Ajmal,33,1,8.25,25,Sri Lanka,1,4
618,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Shahid Afridi,28,1,7.0,24,Sri Lanka,1,4
619,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Sohail Tanvir,11,0,3.67,19,Sri Lanka,1,3
620,533296,2012-10-04,R Premadasa Stadium,Sri Lanka,Umar Gul,26,1,8.67,20,Sri Lanka,1,3
622,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Aizaz Cheema,9,1,4.5,12,Bangladesh,2,2
626,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Mohammad Hafeez,11,2,2.75,24,Bangladesh,2,4
629,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Saeed Ajmal,19,1,4.75,26,Bangladesh,2,4
631,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Shahid Afridi,15,2,3.75,24,Bangladesh,2,4
633,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Shoaib Malik,7,2,3.5,13,Bangladesh,2,2
634,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Sohail Tanvir,11,0,5.5,12,Bangladesh,2,2
635,538068,2011-11-29,Shere Bangla National Stadium,Pakistan,Umar Gul,7,1,3.5,14,Bangladesh,2,2
639,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Mohammad Hafeez,22,0,5.5,24,Sri Lanka,1,4
640,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Mohammad Sami,22,1,11.0,12,Sri Lanka,1,2
644,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Saeed Ajmal,20,3,5.0,24,Sri Lanka,1,4
645,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Shahid Afridi,9,0,4.5,12,Sri Lanka,1,2
646,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Sohail Tanvir,12,3,3.0,25,Sri Lanka,1,4
647,562437,2012-06-01,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Umar Gul,43,0,10.75,26,Sri Lanka,1,4
652,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Mohammad Hafeez,11,0,11.0,6,Sri Lanka,2,1
653,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Mohammad Sami,16,3,5.33,20,Sri Lanka,2,3
656,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Saeed Ajmal,20,1,5.0,24,Sri Lanka,2,4
657,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Shahid Afridi,17,2,4.25,24,Sri Lanka,2,4
658,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Sohail Tanvir,15,1,3.75,25,Sri Lanka,2,4
659,562438,2012-06-03,Mahinda Rajapaksa International Cricket Stadium,Pakistan,Yasir Arafat,18,3,6.0,22,Sri Lanka,2,3
662,567367,2013-03-03,SuperSport Park,Pakistan,Junaid Khan,22,1,11.0,13,South Africa,2,2
665,567367,2013-03-03,SuperSport Park,Pakistan,Mohammad Hafeez,25,3,8.33,19,South Africa,2,3
666,567367,2013-03-03,SuperSport Park,Pakistan,Mohammad Irfan,27,1,9.0,20,South Africa,2,3
669,567367,2013-03-03,SuperSport Park,Pakistan,Saeed Ajmal,19,0,9.5,12,South Africa,2,2
670,567367,2013-03-03,SuperSport Park,Pakistan,Umar Gul,6,5,3.0,14,South Africa,2,2
674,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Mohammad Hafeez,24,2,6.0,24,Australia,1,4
676,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Raza Hasan,15,2,3.75,25,Australia,1,4
678,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Saeed Ajmal,13,2,3.25,25,Australia,1,4
679,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Shoaib Malik,1,0,1.0,6,Australia,1,1
680,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Sohail Tanvir,13,3,6.5,16,Australia,1,2
681,571148,2012-09-05,Dubai International Cricket Stadium,Pakistan,Umar Gul,17,1,4.25,24,Australia,1,4
683,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Abdul Razzaq,12,0,6.0,12,Australia,1,2
688,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Mohammad Hafeez,17,0,5.67,18,Australia,1,3
690,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Raza Hasan,34,1,11.33,20,Australia,1,3
692,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Saeed Ajmal,19,2,4.75,24,Australia,1,4
693,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Shoaib Malik,20,0,20.0,6,Australia,1,1
694,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Umar Gul,30,2,7.5,24,Australia,1,4
695,571150,2012-09-10,Dubai International Cricket Stadium,Australia,Yasir Arafat,30,2,10.0,18,Australia,1,3
699,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Mohammad Hafeez,12,0,6.0,12,India,1,2
700,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Mohammad Irfan,25,1,6.25,26,India,1,4
702,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Saeed Ajmal,25,3,6.25,25,India,1,4
703,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Shahid Afridi,26,2,8.67,18,India,1,3
704,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Sohail Tanvir,22,0,5.5,24,India,1,4
705,589306,2012-12-25,M Chinnaswamy Stadium,Pakistan,Umar Gul,21,3,7.0,18,India,1,3
711,589307,2012-12-28,Sardar Patel Stadium,India,Mohammad Hafeez,11,0,11.0,6,India,1,1
712,589307,2012-12-28,Sardar Patel Stadium,India,Mohammad Irfan,20,0,5.0,24,India,1,4
715,589307,2012-12-28,Sardar Patel Stadium,India,Saeed Ajmal,42,0,10.5,24,India,1,4
716,589307,2012-12-28,Sardar Patel Stadium,India,Shahid Afridi,33,0,11.0,18,India,1,3
717,589307,2012-12-28,Sardar Patel Stadium,India,Sohail Tanvir,44,1,11.0,24,India,1,4
718,589307,2012-12-28,Sardar Patel Stadium,India,Umar Gul,37,4,9.25,25,India,1,4
721,645645,2013-07-27,Arnos Vale Ground,Pakistan,Junaid Khan,34,0,11.33,19,West Indies,1,3
723,645645,2013-07-27,Arnos Vale Ground,Pakistan,Mohammad Hafeez,4,2,2.0,12,West Indies,1,2
724,645645,2013-07-27,Arnos Vale Ground,Pakistan,Mohammad Irfan,39,2,13.0,18,West Indies,1,3
728,645645,2013-07-27,Arnos Vale Ground,Pakistan,Saeed Ajmal,23,0,5.75,25,West Indies,1,4
729,645645,2013-07-27,Arnos Vale Ground,Pakistan,Shahid Afridi,24,0,6.0,24,West Indies,1,4
731,645645,2013-07-27,Arnos Vale Ground,Pakistan,Zulfiqar Babar,23,3,5.75,24,West Indies,1,4
732,645647,2013-07-28,Arnos Vale Ground,Pakistan,Asad Ali,7,0,7.0,6,West Indies,2,1
736,645647,2013-07-28,Arnos Vale Ground,Pakistan,Mohammad Hafeez,9,1,2.25,26,West Indies,2,4
739,645647,2013-07-28,Arnos Vale Ground,Pakistan,Saeed Ajmal,21,2,5.25,24,West Indies,2,4
740,645647,2013-07-28,Arnos Vale Ground,Pakistan,Shahid Afridi,29,2,9.67,18,West Indies,2,3
741,645647,2013-07-28,Arnos Vale Ground,Pakistan,Sohail Tanvir,20,2,5.0,25,West Indies,2,4
743,645647,2013-07-28,Arnos Vale Ground,Pakistan,Zulfiqar Babar,37,2,9.25,24,West Indies,2,4
744,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Abdur Rehman,18,0,18.0,6,South Africa,2,1
748,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Mohammad Hafeez,24,0,8.0,18,South Africa,2,3
749,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Mohammad Irfan,7,0,3.5,12,South Africa,2,2
751,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Saeed Ajmal,12,0,3.0,24,South Africa,2,4
752,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Shahid Afridi,16,0,8.0,15,South Africa,2,2
753,649101,2013-11-13,Dubai International Cricket Stadium,South Africa,Sohail Tanvir,21,1,10.5,12,South Africa,2,2
755,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Abdul Razzaq,14,0,14.0,7,South Africa,1,1
760,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Mohammad Hafeez,21,0,5.25,25,South Africa,1,4
761,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Mohammad Irfan,12,0,12.0,10,South Africa,1,1
763,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Saeed Ajmal,25,3,6.25,24,South Africa,1,4
764,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Shahid Afridi,43,0,10.75,25,South Africa,1,4
765,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Shoaib Malik,12,0,12.0,8,South Africa,1,1
766,649103,2013-11-15,Dubai International Cricket Stadium,South Africa,Sohail Tanvir,21,2,5.25,24,South Africa,1,4
768,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Bilawal Bhatti,25,1,8.33,18,Afghanistan,1,3
771,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Junaid Khan,24,3,6.0,25,Afghanistan,1,4
773,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Mohammad Hafeez,13,0,3.25,24,Afghanistan,1,4
776,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Shahid Afridi,24,1,12.0,12,Afghanistan,1,2
778,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Sohail Tanvir,11,2,2.75,25,Afghanistan,1,4
779,657631,2013-12-08,Sharjah Cricket Stadium,Pakistan,Zulfiqar Babar,27,1,9.0,18,Afghanistan,1,3
782,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Bilawal Bhatti,23,0,7.67,18,Sri Lanka,1,3
784,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Mohammad Hafeez,24,0,6.0,24,Sri Lanka,1,4
788,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Saeed Ajmal,35,2,8.75,25,Sri Lanka,1,4
789,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Shahid Afridi,20,1,5.0,25,Sri Lanka,1,4
790,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Sohail Tanvir,34,2,8.5,25,Sri Lanka,1,4
791,657633,2013-12-11,Dubai International Cricket Stadium,Pakistan,Usman Shinwari,9,0,9.0,8,Sri Lanka,1,1
793,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Bilawal Bhatti,32,0,16.0,14,Sri Lanka,1,2
795,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Mohammad Hafeez,45,0,11.25,26,Sri Lanka,1,4
800,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Saeed Ajmal,25,2,6.25,26,Sri Lanka,1,4
801,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Shahid Afridi,25,0,12.5,12,Sri Lanka,1,2
802,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Sohail Tanvir,31,1,7.75,24,Sri Lanka,1,4
804,657635,2013-12-13,Dubai International Cricket Stadium,Sri Lanka,Usman Shinwari,52,0,13.0,26,Sri Lanka,1,4
805,659545,2013-08-23,Harare Sports Club,Pakistan,Anwar Ali,21,1,7.0,18,Zimbabwe,2,3
808,659545,2013-08-23,Harare Sports Club,Pakistan,Mohammad Hafeez,12,1,6.0,13,Zimbabwe,2,2
809,659545,2013-08-23,Harare Sports Club,Pakistan,Mohammad Irfan,18,0,6.0,18,Zimbabwe,2,3
813,659545,2013-08-23,Harare Sports Club,Pakistan,Saeed Ajmal,30,0,7.5,26,Zimbabwe,2,4
814,659545,2013-08-23,Harare Sports Club,Pakistan,Shahid Afridi,25,3,6.25,24,Zimbabwe,2,4
815,659545,2013-08-23,Harare Sports Club,Pakistan,Sohail Tanvir,23,0,5.75,26,Zimbabwe,2,4
817,659547,2013-08-24,Harare Sports Club,Pakistan,Anwar Ali,24,1,12.0,12,Zimbabwe,2,2
818,659547,2013-08-24,Harare Sports Club,Pakistan,Asad Ali,26,0,8.67,22,Zimbabwe,2,3
822,659547,2013-08-24,Harare Sports Club,Pakistan,Mohammad Hafeez,30,3,7.5,25,Zimbabwe,2,4
826,659547,2013-08-24,Harare Sports Club,Pakistan,Shahid Afridi,24,0,8.0,18,Zimbabwe,2,3
827,659547,2013-08-24,Harare Sports Club,Pakistan,Sohail Tanvir,28,0,7.0,24,Zimbabwe,2,4
829,659547,2013-08-24,Harare Sports Club,Pakistan,Zulfiqar Babar,21,2,5.25,24,Zimbabwe,2,4
834,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Mohammad Hafeez,15,1,7.5,12,West Indies,1,2
837,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Saeed Ajmal,41,0,10.25,25,West Indies,1,4
838,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Shahid Afridi,23,2,5.75,24,West Indies,1,4
839,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Sohail Tanvir,27,2,6.75,25,West Indies,1,4
840,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Umar Gul,29,0,14.5,13,West Indies,1,2
841,682959,2014-04-01,Shere Bangla National Stadium,West Indies,Zulfiqar Babar,27,1,6.75,26,West Indies,1,4
842,685727,2013-11-20,New Wanderers Stadium,South Africa,Anwar Ali,22,0,11.0,12,South Africa,1,2
843,685727,2013-11-20,New Wanderers Stadium,South Africa,Bilawal Bhatti,35,2,8.75,26,South Africa,1,4
847,685727,2013-11-20,New Wanderers Stadium,South Africa,Junaid Khan,24,2,8.0,18,South Africa,1,3
850,685727,2013-11-20,New Wanderers Stadium,South Africa,Mohammad Hafeez,25,2,6.25,24,South Africa,1,4
851,685727,2013-11-20,New Wanderers Stadium,South Africa,Shahid Afridi,14,1,3.5,24,South Africa,1,4
852,685727,2013-11-20,New Wanderers Stadium,South Africa,Sohail Tanvir,27,0,9.0,19,South Africa,1,3
854,685729,2013-11-22,Newlands,Pakistan,Bilawal Bhatti,19,0,4.75,26,South Africa,2,4
858,685729,2013-11-22,Newlands,Pakistan,Junaid Khan,29,0,14.5,13,South Africa,2,2
860,685729,2013-11-22,Newlands,Pakistan,Mohammad Hafeez,26,0,8.67,18,South Africa,2,3
861,685729,2013-11-22,Newlands,Pakistan,Saeed Ajmal,30,1,7.5,24,South Africa,2,4
862,685729,2013-11-22,Newlands,Pakistan,Shahid Afridi,28,3,7.0,24,South Africa,2,4
863,685729,2013-11-22,Newlands,Pakistan,Sohail Tanvir,34,0,11.33,19,South Africa,2,3
870,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Mohammad Irfan,20,0,10.0,12,Australia,2,2
871,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Raza Hasan,17,2,4.25,24,Australia,2,4
874,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Saad Nasim,12,0,12.0,6,Australia,2,1
875,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Shahid Afridi,17,1,4.25,25,Australia,2,4
876,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Sohaib Maqsood,12,0,12.0,7,Australia,2,1
877,727917,2014-10-05,Dubai International Cricket Stadium,Australia,Wahab Riaz,15,1,7.5,12,Australia,2,2
880,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Anwar Ali,15,1,7.5,12,New Zealand,1,2
885,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Mohammad Hafeez,15,0,7.5,12,New Zealand,1,2
886,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Mohammad Irfan,27,2,6.75,27,New Zealand,1,4
888,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Raza Hasan,24,1,6.0,25,New Zealand,1,4
889,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Shahid Afridi,27,1,6.75,24,New Zealand,1,4
890,742617,2014-12-04,Dubai International Cricket Stadium,Pakistan,Sohail Tanvir,24,2,6.0,25,New Zealand,1,4
892,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Anwar Ali,13,0,6.5,13,New Zealand,1,2
897,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Mohammad Hafeez,20,1,10.0,12,New Zealand,1,2
899,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Raza Hasan,24,1,6.0,24,New Zealand,1,4
900,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Shahid Afridi,33,2,8.25,28,New Zealand,1,4
901,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Sohail Tanvir,30,2,7.5,24,New Zealand,1,4
902,754039,2014-12-05,Dubai International Cricket Stadium,New Zealand,Umar Gul,24,2,6.0,25,New Zealand,1,4
905,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Mohammad Hafeez,14,1,14.0,6,Bangladesh,2,1
908,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Saeed Ajmal,25,0,8.33,20,Bangladesh,2,3
909,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Shahid Afridi,25,0,8.33,18,Bangladesh,2,3
911,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Sohail Tanvir,16,0,5.33,19,Bangladesh,2,3
913,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Umar Gul,23,1,11.5,12,Bangladesh,2,2
914,858491,2015-04-24,Shere Bangla National Stadium,Bangladesh,Wahab Riaz,39,1,9.75,24,Bangladesh,2,4
916,860279,2015-07-30,R Premadasa Stadium,Pakistan,Anwar Ali,27,2,6.75,25,Sri Lanka,2,4
918,860279,2015-07-30,R Premadasa Stadium,Pakistan,Imad Wasim,21,1,7.0,18,Sri Lanka,2,3
920,860279,2015-07-30,R Premadasa Stadium,Pakistan,Mohammad Irfan,25,0,6.25,24,Sri Lanka,2,4
923,860279,2015-07-30,R Premadasa Stadium,Pakistan,Shahid Afridi,31,0,7.75,24,Sri Lanka,2,4
924,860279,2015-07-30,R Premadasa Stadium,Pakistan,Shoaib Malik,9,1,9.0,6,Sri Lanka,2,1
925,860279,2015-07-30,R Premadasa Stadium,Pakistan,Sohail Tanvir,29,3,7.25,24,Sri Lanka,2,4
926,860281,2015-08-01,R Premadasa Stadium,Pakistan,Anwar Ali,40,1,10.0,25,Sri Lanka,1,4
929,860281,2015-08-01,R Premadasa Stadium,Pakistan,Imad Wasim,8,0,8.0,7,Sri Lanka,1,1
931,860281,2015-08-01,R Premadasa Stadium,Pakistan,Mohammad Irfan,31,1,7.75,24,Sri Lanka,1,4
934,860281,2015-08-01,R Premadasa Stadium,Pakistan,Shahid Afridi,30,1,7.5,24,Sri Lanka,1,4
935,860281,2015-08-01,R Premadasa Stadium,Pakistan,Shoaib Malik,16,2,5.33,18,Sri Lanka,1,3
936,860281,2015-08-01,R Premadasa Stadium,Pakistan,Sohail Tanvir,44,2,11.0,25,Sri Lanka,1,4
939,868723,2015-05-22,Gaddafi Stadium,Pakistan,Anwar Ali,18,0,6.0,18,Zimbabwe,1,3
941,868723,2015-05-22,Gaddafi Stadium,Pakistan,Bilawal Bhatti,37,0,12.33,19,Zimbabwe,1,3
943,868723,2015-05-22,Gaddafi Stadium,Pakistan,Mohammad Sami,36,3,9.0,25,Zimbabwe,1,4
945,868723,2015-05-22,Gaddafi Stadium,Pakistan,Shahid Afridi,28,0,9.33,18,Zimbabwe,1,3
946,868723,2015-05-22,Gaddafi Stadium,Pakistan,Shoaib Malik,12,1,4.0,18,Zimbabwe,1,3
949,868723,2015-05-22,Gaddafi Stadium,Pakistan,Wahab Riaz,38,2,9.5,28,Zimbabwe,1,4
951,868725,2015-05-24,Gaddafi Stadium,Pakistan,Anwar Ali,31,0,10.33,19,Zimbabwe,1,3
953,868725,2015-05-24,Gaddafi Stadium,Pakistan,Bilawal Bhatti,31,0,10.33,21,Zimbabwe,1,3
955,868725,2015-05-24,Gaddafi Stadium,Pakistan,Imad Wasim,14,0,7.0,12,Zimbabwe,1,2
956,868725,2015-05-24,Gaddafi Stadium,Pakistan,Mohammad Sami,38,1,9.5,24,Zimbabwe,1,4
959,868725,2015-05-24,Gaddafi Stadium,Pakistan,Shahid Afridi,36,1,9.0,24,Zimbabwe,1,4
960,868725,2015-05-24,Gaddafi Stadium,Pakistan,Shoaib Malik,23,1,5.75,24,Zimbabwe,1,4
962,902649,2015-11-26,Dubai International Cricket Stadium,England,Anwar Ali,19,1,4.75,24,England,1,4
964,902649,2015-11-26,Dubai International Cricket Stadium,England,Imran Khan (1),42,0,10.5,25,England,1,4
969,902649,2015-11-26,Dubai International Cricket Stadium,England,Shahid Afridi,33,0,8.25,24,England,1,4
970,902649,2015-11-26,Dubai International Cricket Stadium,England,Sohail Tanvir,31,3,7.75,25,England,1,4
